Address,Rooms,Price,Bedroom2,Bathroom,Landsize,YearBuilt,Regionname,Suburb,Type
106/246 Union Rd,3,790000,3,2,0,,Western Metropolitan,Ascot Vale,u
18/54 Epsom Rd,2,390000,2,1,1957,2012,Western Metropolitan,Ascot Vale,u
15 Mirams St,4,1345000,4,1,552,1920,Western Metropolitan,Ascot Vale,h
44 Walter St,3,1381500,3,2,416,1900,Western Metropolitan,Ascot Vale,h
25 Dalgety Dr,3,940000,3,2,285,2011,Western Metropolitan,Ascot Vale,h
7 Dalgety Dr,3,995000,3,2,314,2010,Western Metropolitan,Ascot Vale,h
37 Epsom Rd,3,1050000,3,1,536,,Western Metropolitan,Ascot Vale,h
6 Waller Ct,3,786000,3,2,576,1940,Western Metropolitan,Ascot Vale,h
17 Ascot St,2,705000,2,1,252,1910,Western Metropolitan,Ascot Vale,h
73 Kent St,2,760000,2,1,124,1900,Western Metropolitan,Ascot Vale,h
9/129 The Parade,3,487500,3,1,0,1972,Western Metropolitan,Ascot Vale,u
1 East St,3,1000000,3,2,200,2003,Western Metropolitan,Ascot Vale,t
32 Geddes St,4,1110000,4,2,349,1920,Western Metropolitan,Ascot Vale,h
30 Mirams St,4,1300000,4,1,664,,Western Metropolitan,Ascot Vale,h
43 Mirams St,3,1060000,3,1,555,,Western Metropolitan,Ascot Vale,h
45 Mirams St,3,1410000,3,2,459,,Western Metropolitan,Ascot Vale,h
1 Bloomfield Rd,3,1305000,2,1,278,1900,Western Metropolitan,Ascot Vale,h
26 Milton St,3,932500,3,2,254,,Western Metropolitan,Ascot Vale,h
10 Ayr St,3,965000,3,1,216,,Western Metropolitan,Ascot Vale,h
58 Bloomfield Rd,3,1215000,3,1,452,1960,Western Metropolitan,Ascot Vale,h
1/91 Epsom Rd,2,545000,2,1,194,1900,Western Metropolitan,Ascot Vale,u
5 Doncaster St,4,1705000,4,2,598,2012,Western Metropolitan,Ascot Vale,h
6 McCully St,3,970000,2,1,194,,Western Metropolitan,Ascot Vale,h
75 Munro St,2,925000,2,1,407,,Western Metropolitan,Ascot Vale,h
61 Dent St,4,2650000,4,3,753,2015,Southern Metropolitan,Ashburton,h
69 Albion Rd,3,1670000,3,2,599,1930,Southern Metropolitan,Ashburton,h
1/17 Ashburn Gr,3,955000,3,2,203,,Southern Metropolitan,Ashburton,t
3/39 Solway St,3,2050000,3,3,310,2014,Southern Metropolitan,Ashburton,t
101/218 High St,2,500000,2,1,710,2010,Southern Metropolitan,Ashburton,u
51 Victory Bvd,2,1575000,2,1,679,,Southern Metropolitan,Ashburton,h
3 Dunlop St,3,1555000,3,2,731,1935,Southern Metropolitan,Ashburton,h
16a Nicholas St,3,1100000,3,3,276,2004,Southern Metropolitan,Ashburton,h
5 Nicholas St,3,1337000,3,1,583,1950,Southern Metropolitan,Ashburton,h
115 Ashburn Gr,8,2950000,9,7,1472,2009,Southern Metropolitan,Ashburton,h
33 Eleanor St,4,2215000,4,2,681,1940,Southern Metropolitan,Ashburton,h
1/1 Nairn St,3,1518000,3,2,516,1920,Southern Metropolitan,Ashburton,h
9 Gona Ct,3,1710000,3,1,806,1950,Southern Metropolitan,Ashburton,h
45 Yuile St,3,1655000,3,1,780,1940,Southern Metropolitan,Ashburton,h
47 Yuile St,4,1550000,4,2,780,1938,Southern Metropolitan,Ashburton,h
6a Glen Rd,3,1662000,3,2,351,2006,Southern Metropolitan,Ashburton,h
18 Glen Rd,3,1665000,3,2,702,1945,Southern Metropolitan,Ashburton,h
95 Nicholas St,2,1445000,2,1,704,,Southern Metropolitan,Ashburton,h
29A Yuile St,5,3510000,5,5,755,2015,Southern Metropolitan,Ashburton,h
3/75 Victory Bvd,3,968000,3,1,227,,Southern Metropolitan,Ashburton,t
2/17 Ashburn Gr,3,900000,3,2,153,1990,Southern Metropolitan,Ashburton,t
4 Baker Pde,3,1500000,3,1,545,,Southern Metropolitan,Ashburton,h
15 Comas Gr,5,2752000,6,4,1075,2010,Southern Metropolitan,Ashburton,h
3 Mustang Ct,3,1500000,3,2,710,1945,Southern Metropolitan,Ashburton,h
63 Dent St,4,1800000,4,2,749,1950,Southern Metropolitan,Ashburton,h
4 Vears Rd,3,1830000,3,2,724,1940,Southern Metropolitan,Ashburton,h
14 Lucerne St,3,1415000,3,1,605,1950,Southern Metropolitan,Ashburton,h
5 Pitt St,2,1440000,2,1,687,1940,Southern Metropolitan,Ashburton,h
1/65 Ashburn Gr,4,1250000,4,2,321,2007,Southern Metropolitan,Ashburton,t
12 Meaden St,3,1422000,3,1,583,,Southern Metropolitan,Ashburton,h
48 Nicholas St,5,1600000,5,3,700,1950,Southern Metropolitan,Ashburton,h
5 Taylor St,4,1860000,4,2,696,2000,Southern Metropolitan,Ashburton,h
1/7 Y St,3,1710000,3,2,295,1990,Southern Metropolitan,Ashburton,t
33 Highgate Gr,4,1790000,4,2,514,1935,Southern Metropolitan,Ashburton,h
9 Pitt St,4,1950000,4,2,844,1940,Southern Metropolitan,Ashburton,h
9 Ward St,3,1600000,3,1,637,,Southern Metropolitan,Ashburton,h
159 Ashburn Gr,3,1320000,3,1,1063,,Southern Metropolitan,Ashburton,h
19 Poulter St,3,1650000,3,1,697,1947,Southern Metropolitan,Ashburton,h
18 Teck St,2,995000,2,1,583,1950,Southern Metropolitan,Ashwood,h
28 Raymond St,3,1250000,3,1,842,,Southern Metropolitan,Ashwood,h
31a Douglas St,3,1045000,3,2,467,,Southern Metropolitan,Ashwood,u
1/53 Winbirra Pde,4,1200000,4,3,372,2016,Southern Metropolitan,Ashwood,h
18 Montrose St,2,1075000,2,1,695,1950,Southern Metropolitan,Ashwood,h
4 Scenic Dr,4,1500000,2,2,621,2000,Southern Metropolitan,Ashwood,h
8 Rocklands Rd,3,1120000,3,1,723,,Southern Metropolitan,Ashwood,h
1/7 Farmer St,2,700000,2,1,367,1970,Southern Metropolitan,Ashwood,t
1/136 High Street Rd,3,761000,3,2,400,1950,Southern Metropolitan,Ashwood,h
10 Maroondah Rd,4,1270000,4,2,724,,Southern Metropolitan,Ashwood,h
4 Peppermint Ct,4,1510000,4,2,526,,Southern Metropolitan,Ashwood,h
35 Douglas St,3,1365000,3,1,792,1950,Southern Metropolitan,Ashwood,h
95 Huntingdale Rd,4,1100000,3,2,803,1970,Southern Metropolitan,Ashwood,h
8 Maroondah Rd,4,1415000,4,3,724,,Southern Metropolitan,Ashwood,h
1/7 Murra Ct,2,690000,2,1,216,2003,Southern Metropolitan,Ashwood,u
58 Ashwood Dr,3,1631000,3,2,782,1950,Southern Metropolitan,Ashwood,h
3 Harold St,4,1500000,4,2,593,1930,Southern Metropolitan,Ashwood,h
9 Katta Ct,3,1060000,2,1,772,,Southern Metropolitan,Ashwood,h
16 Scenic Dr,5,1529500,5,3,585,2000,Southern Metropolitan,Ashwood,h
4/36 Queens Pde,2,600000,2,1,153,1970,Southern Metropolitan,Ashwood,u
4/24 Mulgrave St,2,535000,2,1,72,,Southern Metropolitan,Ashwood,u
147 Huntingdale Rd,3,785000,3,1,557,1960,Southern Metropolitan,Ashwood,h
17 Parkhill Dr,4,1240000,4,2,766,1950,Southern Metropolitan,Ashwood,h
2/6 Murra Ct,2,700000,2,1,192,2007,Southern Metropolitan,Ashwood,u
12 Leonard St,4,1350000,4,2,727,,Southern Metropolitan,Ashwood,h
4 Teck St,2,1110000,2,1,586,1950,Southern Metropolitan,Ashwood,h
14 Ashwood Dr,3,1305000,3,1,760,1960,Southern Metropolitan,Ashwood,h
1/2 Condah Ct,3,855000,3,2,320,1958,Southern Metropolitan,Ashwood,h
1/16 Raymond St,3,900500,3,2,256,2012,Southern Metropolitan,Ashwood,t
4 Newbury Ct,3,1200000,3,2,839,1970,Southern Metropolitan,Ashwood,h
2/53 Salisbury Rd,3,830000,2,1,212,2012,Southern Metropolitan,Ashwood,t
8 Norma Ct,3,850000,3,1,593,1970,Western Metropolitan,Avondale Heights,h
9 Rogerson St,3,750000,3,1,0,1980,Western Metropolitan,Avondale Heights,h
157 Canning St,3,851000,3,3,557,2017,Western Metropolitan,Avondale Heights,t
105 Canning St,3,848000,3,1,542,,Western Metropolitan,Avondale Heights,h
36 Wood St,4,806000,4,2,350,2008,Western Metropolitan,Avondale Heights,h
2 Arbor Tce,4,1155000,3,2,569,2008,Western Metropolitan,Avondale Heights,h
3 Karen Ct,3,670000,3,2,671,,Western Metropolitan,Avondale Heights,h
6 Lovett Dr,4,1200000,4,5,673,,Western Metropolitan,Avondale Heights,h
12 Skewes St,3,636000,2,1,571,,Western Metropolitan,Avondale Heights,h
68 Thompson St,3,680000,3,1,570,1970,Western Metropolitan,Avondale Heights,h
14 Lovett Dr,4,1160000,4,3,789,,Western Metropolitan,Avondale Heights,h
31 Duke St,3,750000,3,1,529,,Western Metropolitan,Avondale Heights,h
97 Military Rd,3,627500,3,1,550,1970,Western Metropolitan,Avondale Heights,h
21 River Dr,3,880000,3,2,339,,Western Metropolitan,Avondale Heights,t
3 Clive Ct,4,950000,4,3,761,1970,Western Metropolitan,Avondale Heights,h
22 Warrick Ct,4,1600000,4,3,1801,,Western Metropolitan,Avondale Heights,h
2/6 Nelson Ct,2,585000,2,1,136,2012,Western Metropolitan,Avondale Heights,t
7 Monmouth St,3,650000,3,1,574,,Western Metropolitan,Avondale Heights,h
15 River Dr,3,725000,3,1,606,,Western Metropolitan,Avondale Heights,h
16a Arbor Tce,3,665000,3,2,289,,Western Metropolitan,Avondale Heights,u
40a Herbert St,3,560500,3,1,177,,Western Metropolitan,Avondale Heights,h
185 Military Rd,3,615000,3,1,649,,Western Metropolitan,Avondale Heights,h
33 Wood St,3,845000,3,1,704,,Western Metropolitan,Avondale Heights,h
14 Herbert St,3,585000,3,1,322,,Western Metropolitan,Avondale Heights,h
2/10 Military Rd,2,440000,2,1,263,1999,Western Metropolitan,Avondale Heights,u
9 Willow Dr,3,850000,3,1,766,,Western Metropolitan,Avondale Heights,h
8 Westminster Dr,5,850000,5,2,574,,Western Metropolitan,Avondale Heights,h
8 Herbert St,3,705000,3,1,581,1960,Western Metropolitan,Avondale Heights,h
2 Hillman Ct,4,1100000,4,3,873,1992,Western Metropolitan,Avondale Heights,h
20 Westminster Dr,3,892500,3,1,586,1965,Western Metropolitan,Avondale Heights,h
8 Moffat St,3,695000,3,1,588,,Western Metropolitan,Avondale Heights,h
1/24 Bordeaux St,2,522500,2,1,220,1995,Western Metropolitan,Avondale Heights,h
72 Military Rd,4,680000,4,2,554,1960,Western Metropolitan,Avondale Heights,h
1/5 South Tce,3,500000,3,1,260,1990,Western Metropolitan,Avondale Heights,u
1/4 Weyburn Pl,2,550000,2,1,158,1993,Western Metropolitan,Avondale Heights,t
19 Clarendon St,3,730000,3,2,705,,Western Metropolitan,Avondale Heights,h
2 Drake Ct,3,875000,3,1,812,1960,Western Metropolitan,Avondale Heights,h
11 South Tce,3,850000,3,2,585,,Western Metropolitan,Avondale Heights,h
61 Doyle St,3,635000,3,1,597,,Western Metropolitan,Avondale Heights,h
109 North Rd,4,762000,4,2,589,1961,Western Metropolitan,Avondale Heights,h
2/4 Carmyle Ct,2,411000,2,1,0,1995,Western Metropolitan,Avondale Heights,u
10 Intervale Dr,4,790000,4,2,570,,Western Metropolitan,Avondale Heights,h
328 Milleara Rd,4,605000,4,1,569,,Western Metropolitan,Avondale Heights,h
10 Skewes St,3,805000,3,2,593,1970,Western Metropolitan,Avondale Heights,h
62 Skewes St,4,890000,4,2,585,1960,Western Metropolitan,Avondale Heights,h
49 Rogerson St,3,795000,3,1,549,,Western Metropolitan,Avondale Heights,h
43 Skewes St,3,634000,4,2,582,1950,Western Metropolitan,Avondale Heights,h
63 Doyle St,3,642000,3,1,590,1960,Western Metropolitan,Avondale Heights,h
235 Military Rd,3,863000,3,2,638,,Western Metropolitan,Avondale Heights,h
57 North Rd,3,740000,3,1,607,,Western Metropolitan,Avondale Heights,h
18 Linton St,4,1819000,3,2,244,1900,Southern Metropolitan,Balaclava,h
7/72 Grosvenor St,2,410000,2,1,0,1965,Southern Metropolitan,Balaclava,u
3/88 Grosvenor St,1,280000,1,1,0,,Southern Metropolitan,Balaclava,u
1/34 Gourlay St,2,1015000,2,1,114,2000,Southern Metropolitan,Balaclava,t
4/9 Gourlay St,2,502500,2,1,0,1960,Southern Metropolitan,Balaclava,u
1/22 Sycamore Gr,2,520000,2,1,0,1970,Southern Metropolitan,Balaclava,u
6/23 Gourlay St,2,442000,2,1,0,1960,Southern Metropolitan,Balaclava,u
6 Blenheim St,3,1193000,3,1,178,1920,Southern Metropolitan,Balaclava,h
3/20 Orange Gr,2,416000,2,1,0,1960,Southern Metropolitan,Balaclava,u
2/360 Carlisle St,2,820000,2,1,0,,Southern Metropolitan,Balaclava,u
2/19 Camden St,2,474000,2,1,0,1970,Southern Metropolitan,Balaclava,u
1/17 Albion St,2,981000,2,1,159,1930,Southern Metropolitan,Balaclava,h
10 Grosvenor St,3,1690000,3,2,339,1890,Southern Metropolitan,Balaclava,h
3/33 Gourlay St,2,540000,2,1,483,1970,Southern Metropolitan,Balaclava,u
41 Marlborough St,3,1080000,3,1,157,1928,Southern Metropolitan,Balaclava,h
15/36 Brighton Rd,1,500000,1,1,0,,Southern Metropolitan,Balaclava,u
5/11 Albion St,2,497500,2,0,0,,Southern Metropolitan,Balaclava,u
166 Gordon St,2,2100000,2,1,659,1920,Southern Metropolitan,Balwyn,h
36 Narrak Rd,4,1800000,4,2,715,1985,Southern Metropolitan,Balwyn,h
2/16 Westminster St,2,1255000,2,1,208,2000,Southern Metropolitan,Balwyn,t
2/74 Balwyn Rd,3,1070000,3,2,206,1998,Southern Metropolitan,Balwyn,u
112 Belmore Rd,5,2570000,5,3,715,2009,Southern Metropolitan,Balwyn,h
27 Bevan St,4,2400000,4,2,744,1985,Southern Metropolitan,Balwyn,h
129 Gordon St,3,2200000,3,3,651,,Southern Metropolitan,Balwyn,h
4 Melba Ct,5,3250000,5,5,651,,Southern Metropolitan,Balwyn,h
5/14 Parring Rd,2,806000,2,1,122,1977,Southern Metropolitan,Balwyn,u
349 Union Rd,6,4000000,6,4,2051,1935,Southern Metropolitan,Balwyn,h
3/10 Westminster St,2,1215000,2,2,0,,Southern Metropolitan,Balwyn,h
22 Yongala St,5,2250000,5,3,600,2006,Southern Metropolitan,Balwyn,h
3/30 Cremorne St,2,812000,2,1,206,,Southern Metropolitan,Balwyn,u
9/5 Boston Rd,3,1140000,3,2,175,1976,Southern Metropolitan,Balwyn,h
17 Gordon St,3,2330000,3,2,853,,Southern Metropolitan,Balwyn,h
40 Metung St,5,2800000,5,3,678,2001,Southern Metropolitan,Balwyn,h
4/30 Weir St,2,605000,2,1,0,,Southern Metropolitan,Balwyn,u
1/37 Yongala St,3,1255000,3,2,308,,Southern Metropolitan,Balwyn,h
142 Balwyn Rd,2,1850000,3,1,1015,1930,Southern Metropolitan,Balwyn,h
9/11 Parring Rd,2,805000,3,1,209,1975,Southern Metropolitan,Balwyn,u
4/3 King St,3,700000,3,1,188,1970,Southern Metropolitan,Balwyn,h
27 Nungerner St,4,2130000,4,2,664,,Southern Metropolitan,Balwyn,h
3/18 Weir St,2,500000,2,1,0,1960,Southern Metropolitan,Balwyn,h
3 Westminster St,3,2125000,3,2,699,1985,Southern Metropolitan,Balwyn,h
13 Naroo St,4,1800000,3,2,577,1948,Southern Metropolitan,Balwyn,h
101/201 Whitehorse Rd,2,635000,2,1,0,2014,Southern Metropolitan,Balwyn,u
1/252 Union Rd,2,526000,2,1,0,1960,Southern Metropolitan,Balwyn,u
9/204 Whitehorse Rd,1,390000,1,1,740,,Southern Metropolitan,Balwyn,h
1/18 Belmore Rd,3,905000,3,1,281,1995,Southern Metropolitan,Balwyn,h
316 Belmore Rd,4,1750000,4,3,453,2016,Southern Metropolitan,Balwyn,h
11/22 Brenbeal St,2,760000,2,1,121,1960,Southern Metropolitan,Balwyn,t
18 Fitzgerald St,4,3180000,4,3,1148,,Southern Metropolitan,Balwyn,h
3/3 Iramoo St,3,1367000,3,2,219,2003,Southern Metropolitan,Balwyn,t
18 Metung St,5,3600000,5,3,678,,Southern Metropolitan,Balwyn,h
25 Percy St,5,2550000,5,3,642,1930,Southern Metropolitan,Balwyn,h
2/8 Evelina St,4,1400000,4,3,241,2009,Southern Metropolitan,Balwyn,t
5 Millah Rd,4,3270000,4,2,935,1927,Southern Metropolitan,Balwyn,h
6/10 Brenbeal St,2,625000,2,1,115,1960,Southern Metropolitan,Balwyn,u
4/4 Raynes St,2,700000,2,1,104,,Southern Metropolitan,Balwyn,t
1 Weston St,3,1860000,3,1,671,,Southern Metropolitan,Balwyn,h
38 Frederick St,4,2730000,4,3,674,1997,Southern Metropolitan,Balwyn,h
7 Power St,5,2020000,5,2,611,,Southern Metropolitan,Balwyn,h
6/29 Weir St,2,460000,2,1,0,1950,Southern Metropolitan,Balwyn,u
150 Balwyn Rd,4,2250000,3,1,832,,Southern Metropolitan,Balwyn,h
3/94 Balwyn Rd,2,1053000,2,1,231,1985,Southern Metropolitan,Balwyn,u
1/7 Boston Rd,3,1800000,3,2,380,1980,Southern Metropolitan,Balwyn,h
1/32 Yerrin St,3,1472000,3,2,306,1995,Southern Metropolitan,Balwyn,t
53 Metung St,3,2120000,3,1,651,,Southern Metropolitan,Balwyn,h
87 Yerrin St,3,1910000,3,1,697,,Southern Metropolitan,Balwyn,h
5/95 Balwyn Rd,2,754000,2,1,87,1990,Southern Metropolitan,Balwyn,u
2 Birtles Ct,5,3000000,5,5,671,,Southern Metropolitan,Balwyn,h
49 Metung St,5,3400000,5,6,739,,Southern Metropolitan,Balwyn,h
29 Bevan St,4,2188000,4,2,752,1981,Southern Metropolitan,Balwyn,h
2/30 Kalimna St,2,755000,2,1,213,1980,Southern Metropolitan,Balwyn,u
1 Knutsford St,4,2900000,4,3,596,,Southern Metropolitan,Balwyn,h
262 Union Rd,4,3290000,4,3,1007,1910,Southern Metropolitan,Balwyn,h
25 Kalimna St,5,2665000,4,3,674,,Southern Metropolitan,Balwyn,h
7 Naroo St,4,1801000,4,2,583,,Southern Metropolitan,Balwyn,h
27 Metung St,4,2410000,4,2,685,1940,Southern Metropolitan,Balwyn,h
4/35 Weir St,2,650000,2,1,0,1960,Southern Metropolitan,Balwyn,u
34 Nott St,4,2275000,4,2,842,,Southern Metropolitan,Balwyn,h
275 Union Rd,5,2810000,5,3,1468,,Southern Metropolitan,Balwyn,h
3/14 Weir St,3,1385000,3,2,190,,Southern Metropolitan,Balwyn,t
26 Wills St,4,2000000,3,1,739,1930,Southern Metropolitan,Balwyn,h
165 Balwyn Rd,4,1900000,4,2,665,1940,Southern Metropolitan,Balwyn,h
17 Knutsford St,3,3401000,3,2,706,1930,Southern Metropolitan,Balwyn,h
47 Naroo St,3,1750000,3,2,613,1943,Southern Metropolitan,Balwyn,h
8 Raynes St,5,4000000,5,4,1437,,Southern Metropolitan,Balwyn,h
1/74 Balwyn Rd,3,1100000,3,2,259,1940,Southern Metropolitan,Balwyn,t
112 Belmore Rd,5,3020000,5,3,715,2009,Southern Metropolitan,Balwyn,h
2 Pembroke Rd,3,2950000,4,2,650,,Southern Metropolitan,Balwyn,h
12 Wills St,5,2450000,4,2,981,1960,Southern Metropolitan,Balwyn,h
23 Wills St,3,1912000,2,1,844,,Southern Metropolitan,Balwyn,h
3/12 Brenbeal St,2,730000,2,1,130,1960,Southern Metropolitan,Balwyn,u
29 Sevenoaks St,5,3900000,5,7,0,,Southern Metropolitan,Balwyn,h
321a Union Rd,3,1500000,3,2,404,2011,Southern Metropolitan,Balwyn,h
46 Yongala St,3,1850000,3,1,607,1950,Southern Metropolitan,Balwyn,h
33 Power St,4,1700000,3,1,672,1935,Southern Metropolitan,Balwyn,h
5 Shrimpton Ct,2,1010000,2,0,1611,,Southern Metropolitan,Balwyn,h
3/41 Clifton St,3,1315000,3,2,260,2000,Southern Metropolitan,Balwyn North,t
153 Doncaster Rd,3,1500000,3,2,778,1950,Southern Metropolitan,Balwyn North,h
19 Jacka St,4,3230000,4,4,1135,1960,Southern Metropolitan,Balwyn North,h
32 Jaserfold St,2,1080000,2,1,253,,Southern Metropolitan,Balwyn North,h
30 Abbott St,7,1350000,7,2,942,,Southern Metropolitan,Balwyn North,h
25 Bolinda Rd,4,1905000,4,2,647,1955,Southern Metropolitan,Balwyn North,h
3 Dumblane St,5,3300000,5,4,760,2015,Southern Metropolitan,Balwyn North,h
30 Hood St,4,1900000,4,2,642,1955,Southern Metropolitan,Balwyn North,h
36 Kenny St,3,2251000,3,1,888,1950,Southern Metropolitan,Balwyn North,h
13 Riverview Rd,4,2205000,4,2,750,1950,Southern Metropolitan,Balwyn North,h
43 Sweyn St,3,1265000,3,2,347,2011,Southern Metropolitan,Balwyn North,h
3 Highbury St,3,2000000,3,1,772,,Southern Metropolitan,Balwyn North,h
14 Kawarren St,4,1750000,4,2,673,1960,Southern Metropolitan,Balwyn North,h
88 Longview Rd,3,1450000,3,1,665,1950,Southern Metropolitan,Balwyn North,h
113 Maud St,4,2614000,4,2,772,1955,Southern Metropolitan,Balwyn North,h
6 Stuart Ct,4,1825000,4,2,736,1958,Southern Metropolitan,Balwyn North,h
61 Sutton St,4,2550000,4,1,847,,Southern Metropolitan,Balwyn North,h
38 Nevada St,4,1570000,4,2,546,,Southern Metropolitan,Balwyn North,h
325 Belmore Rd,5,3250000,3,4,886,2013,Southern Metropolitan,Balwyn North,h
45 Cityview Rd,4,1750000,4,3,667,,Southern Metropolitan,Balwyn North,h
15 Ellendale St,3,1150000,3,2,207,2003,Southern Metropolitan,Balwyn North,t
85 Tannock St,3,1575000,3,2,645,1953,Southern Metropolitan,Balwyn North,h
6 Abassia St,6,1505000,4,2,724,,Southern Metropolitan,Balwyn North,h
30 Clifton St,4,1572000,4,2,662,1965,Southern Metropolitan,Balwyn North,h
10 Seattle St,4,1500000,3,2,610,,Southern Metropolitan,Balwyn North,h
3/54 Severn St,4,1400000,4,2,283,,Southern Metropolitan,Balwyn North,t
108 Bulleen Rd,5,1750000,5,3,705,2013,Southern Metropolitan,Balwyn North,h
5 Carrington St,4,1850000,4,2,619,1990,Southern Metropolitan,Balwyn North,h
40 Winfield Rd,3,1480000,3,1,992,,Southern Metropolitan,Balwyn North,h
7 Clifton St,4,1400000,4,2,714,,Southern Metropolitan,Balwyn North,h
3 Clive Ct,4,2130000,4,3,1274,1970,Southern Metropolitan,Balwyn North,h
2/34 Doncaster Rd,3,1050000,3,2,244,,Southern Metropolitan,Balwyn North,u
7 Page St,5,3690000,4,4,624,1967,Southern Metropolitan,Balwyn North,h
8 Cash St,4,1740000,4,2,610,1993,Southern Metropolitan,Balwyn North,h
7 Grieve St,4,2575000,4,3,657,2006,Southern Metropolitan,Balwyn North,h
39 Kawarren St,4,1388800,3,2,517,1970,Southern Metropolitan,Balwyn North,h
185 Doncaster Rd,4,1702000,4,2,715,1939,Southern Metropolitan,Balwyn North,h
41 Helston St,4,1800000,4,2,587,1960,Southern Metropolitan,Balwyn North,h
15 Moody St,4,2910000,4,3,1070,1992,Southern Metropolitan,Balwyn North,h
53 Sweyn St,2,1400000,2,1,694,,Southern Metropolitan,Balwyn North,h
2/11 Winfield Rd,2,860000,2,2,204,,Southern Metropolitan,Balwyn North,t
13 Lucifer St,4,1670000,4,3,689,,Southern Metropolitan,Balwyn North,h
141 Greythorn Rd,5,1500000,3,1,800,1950,Southern Metropolitan,Balwyn North,h
23a The Boulevard,5,2200000,5,3,900,1955,Southern Metropolitan,Balwyn North,h
62 Clifton St,4,1350000,4,2,815,,Southern Metropolitan,Balwyn North,h
5 Lemon Rd,5,2070000,5,2,1138,,Southern Metropolitan,Balwyn North,h
21 Maud St,3,1300000,3,1,464,,Southern Metropolitan,Balwyn North,h
1 Bolinda Rd,3,1700000,3,2,763,1960,Southern Metropolitan,Balwyn North,h
35 Corhampton Rd,3,1750000,2,1,854,1948,Southern Metropolitan,Balwyn North,h
151 Bulleen Rd,3,980000,3,1,542,,Southern Metropolitan,Balwyn North,h
56a Clifton St,3,1230000,3,3,310,2012,Southern Metropolitan,Balwyn North,h
2 Tudor Ct,7,2600000,5,3,637,2008,Southern Metropolitan,Balwyn North,h
28 Walnut Rd,4,1950000,3,3,665,1970,Southern Metropolitan,Balwyn North,h
